Date,Open,High,Low,Close,Adj Close,Volume
2023-12-04,284.989990,287.399994,284.989990,286.130005,282.675995,3522900
2023-12-05,286.549988,288.760010,285.209991,286.540009,283.081055,3005300
2023-12-06,286.730011,287.369995,283.399994,286.859985,283.397186,2765100
2023-12-07,287.489990,288.149994,285.640015,286.790009,283.328033,3131900
2023-12-08,287.329987,287.899994,285.049988,285.529999,282.083252,3623600
2023-12-11,285.559998,289.309998,285.559998,289.149994,285.659515,3353000
2023-12-12,289.119995,291.700012,288.510010,291.420013,287.902161,2252200
2023-12-13,291.690002,295.970001,291.549988,295.929993,292.357666,3312300
2023-12-14,294.600006,295.269989,288.010010,290.019989,286.519043,4626800
2023-12-15,290.410004,291.750000,285.720001,287.269989,283.802216,6324300
2023-12-18,288.649994,290.589996,287.559998,290.230011,286.726501,2490100
2023-12-19,290.670013,291.720001,289.589996,290.730011,287.220490,2054200
2023-12-20,290.730011,291.670013,288.720001,288.989990,285.501434,2398500
2023-12-21,290.570007,291.529999,289.290009,291.390015,287.872498,2313100
2023-12-22,290.700012,292.470001,290.500000,291.700012,288.178741,1700300
2023-12-26,291.220001,293.049988,290.890015,292.859985,289.324738,1381500
2023-12-27,292.500000,294.630005,292.459991,294.549988,290.994324,1892100
2023-12-28,294.470001,296.470001,294.000000,295.839996,292.268768,1907100
2023-12-29,295.829987,296.850006,295.309998,296.510010,292.930695,2227500
2024-01-02,295.049988,297.279999,295.049988,297.040009,293.454315,4458400
2024-01-03,297.000000,297.989990,294.250000,294.390015,290.836304,3114800
2024-01-04,295.320007,297.269989,290.920013,291.739990,288.218262,4615400
2024-01-05,289.209991,290.329987,287.200012,288.989990,285.501434,3406900
2024-01-08,288.510010,292.000000,287.519989,291.899994,288.376312,3097000
2024-01-09,289.630005,290.869995,287.519989,290.869995,287.358765,2176400
2024-01-10,291.000000,294.390015,290.869995,294.089996,290.539886,2199700
2024-01-11,294.450012,294.950012,290.649994,294.149994,290.599182,2047400
2024-01-12,295.459991,295.750000,292.839996,293.470001,289.927368,1714200
2024-01-16,293.470001,294.250000,289.980011,291.089996,287.576111,2859000
2024-01-17,290.140015,292.339996,290.130005,291.160004,287.645294,2008200
2024-01-18,292.089996,294.480011,291.309998,294.359985,290.806610,2221200
2024-01-19,298.000000,301.079987,296.519989,300.529999,296.902161,4240800
2024-01-22,300.950012,302.390015,297.739990,298.410004,294.807739,3250200
2024-01-23,297.440002,300.209991,297.130005,300.049988,296.427948,1874000
2024-01-24,300.000000,302.040009,299.309998,300.440002,296.813232,3209700
2024-01-25,300.739990,301.309998,296.089996,297.209991,293.622223,3219600
2024-01-26,295.329987,295.980011,291.700012,292.260010,288.731995,4210500
2024-01-29,291.640015,292.760010,288.309998,292.309998,288.781403,3899700
2024-01-30,292.140015,294.920013,290.200012,294.649994,291.093140,2524200
2024-01-31,295.899994,297.440002,291.649994,292.720001,289.186432,3476200
2024-02-01,291.700012,298.130005,290.279999,298.079987,294.481720,3380600
2024-02-02,296.070007,298.170013,293.350006,297.049988,293.464172,3969400
2024-02-05,287.010010,291.440002,283.329987,285.970001,282.517944,7581900
2024-02-06,282.970001,284.679993,281.540009,284.649994,281.213867,5927200
2024-02-07,285.049988,290.529999,284.109985,287.329987,283.861481,3954700
2024-02-08,286.200012,293.149994,284.200012,291.929993,288.405975,4605000
2024-02-09,292.149994,292.510010,288.920013,289.470001,285.975677,3323000
2024-02-12,289.000000,291.190002,288.760010,289.440002,285.946014,2392300
2024-02-13,288.630005,289.899994,285.670013,287.109985,283.644165,2756100
2024-02-14,287.320007,288.320007,286.589996,288.170013,284.691376,2139300
2024-02-15,287.899994,292.100006,287.279999,291.859985,288.336823,2401400
2024-02-16,290.790009,293.700012,289.260010,292.019989,288.494873,2837500
2024-02-20,292.000000,295.500000,291.839996,292.649994,289.117279,2264000
2024-02-21,293.089996,295.200012,292.250000,293.910004,290.362061,2076800
2024-02-22,294.000000,296.670013,293.250000,295.920013,292.347809,3146600
2024-02-23,296.000000,298.739990,295.070007,297.750000,294.155731,2199000
2024-02-26,298.209991,298.679993,296.399994,297.119995,293.533325,2595300
2024-02-27,296.799988,296.799988,293.320007,293.760010,290.213898,2811200
2024-02-28,294.029999,296.100006,292.720001,295.190002,291.626617,2507300
2024-02-29,294.200012,294.750000,291.709991,292.279999,290.394623,3601700
2024-03-01,291.390015,292.670013,289.529999,290.730011,288.854645,3028600
2024-03-04,289.369995,291.239990,288.500000,290.940002,289.063263,2832000
2024-03-05,291.559998,293.510010,288.920013,292.540009,290.652954,2969600
2024-03-06,293.329987,295.140015,292.149994,292.929993,291.040405,2348000
2024-03-07,294.200012,294.920013,291.029999,291.109985,289.232147,2237700
2024-03-08,290.040009,293.480011,288.829987,292.549988,290.662872,2481800
2024-03-11,292.149994,295.450012,291.869995,294.820007,292.918243,2893300
2024-03-12,295.679993,296.359985,293.540009,294.309998,292.411530,2233100
2024-03-13,292.260010,293.470001,282.600006,282.859985,281.035370,5441300
2024-03-14,282.420013,282.519989,277.829987,281.730011,279.912689,4659300
2024-03-15,281.890015,284.230011,278.380005,279.140015,277.339386,5071400
2024-03-18,279.470001,280.299988,278.070007,278.579987,276.782990,3319400
2024-03-19,279.200012,284.399994,278.579987,282.869995,281.045319,4055400
2024-03-20,283.500000,284.600006,281.369995,284.450012,282.615143,2867300
2024-03-21,284.500000,285.579987,282.640015,283.529999,281.701050,3653300
2024-03-22,283.880005,284.390015,282.119995,282.630005,280.806885,2556100
2024-03-25,280.000000,280.579987,277.640015,278.619995,276.822723,2985500
2024-03-26,279.220001,279.450012,277.170013,278.619995,276.822723,2572100
2024-03-27,278.100006,282.299988,278.100006,282.019989,280.200806,2605000
2024-03-28,282.250000,283.380005,281.250000,281.950012,280.131256,3453900
2024-04-01,281.500000,281.549988,278.640015,280.220001,278.412415,2408800
2024-04-02,280.000000,280.480011,277.450012,277.739990,275.948395,2907700
2024-04-03,276.570007,277.959991,275.149994,275.540009,273.762604,2748000
2024-04-04,276.239990,276.239990,269.920013,270.089996,268.347748,4095100
2024-04-05,269.420013,270.619995,266.359985,266.690002,264.969696,6815200
2024-04-08,267.239990,268.690002,265.869995,267.559998,265.834076,3753200
2024-04-09,266.220001,269.670013,265.500000,269.440002,267.701965,3934900
2024-04-10,266.970001,268.989990,265.109985,268.670013,266.936920,3817500
2024-04-11,269.500000,269.880005,267.149994,268.619995,266.887238,2519200
2024-04-12,267.910004,268.230011,266.579987,267.390015,265.665192,2708400
2024-04-15,267.859985,268.519989,266.049988,266.230011,264.512665,3686700
2024-04-16,266.130005,266.989990,265.149994,265.429993,263.717804,2912900
2024-04-17,266.500000,270.119995,265.519989,269.950012,268.208679,3383100
2024-04-18,270.980011,271.290009,268.850006,270.980011,269.232025,3402700
2024-04-19,272.010010,272.220001,270.480011,271.989990,270.235504,3016700
2024-04-22,273.750000,276.500000,272.320007,275.579987,273.802338,3129300
2024-04-23,276.820007,277.399994,274.239990,276.880005,275.093964,3275700
2024-04-24,275.540009,277.029999,272.890015,276.750000,274.964813,4071600
2024-04-25,277.019989,279.820007,274.720001,275.600006,273.822235,4179800
2024-04-26,271.230011,276.109985,270.369995,273.089996,271.328400,3636500
2024-04-29,273.829987,274.429993,272.600006,273.549988,271.785431,3148900
2024-04-30,264.329987,276.869995,262.630005,273.040009,271.278748,6894400
2024-05-01,271.380005,276.429993,270.049988,274.429993,272.659760,4843200
2024-05-02,274.510010,276.309998,272.709991,273.279999,271.517181,3084000
2024-05-03,274.140015,274.619995,268.890015,270.320007,268.576294,2642100
2024-05-06,271.059998,271.880005,269.040009,269.299988,267.562836,2481300
2024-05-07,270.040009,270.670013,266.989990,267.500000,265.774475,3160000
2024-05-08,267.500000,268.929993,266.059998,268.489990,266.758057,3259800
2024-05-09,268.459991,268.480011,267.019989,267.950012,266.221588,3140000
2024-05-10,268.170013,275.380005,267.839996,275.000000,273.226074,4983500
2024-05-13,275.380005,276.739990,271.140015,271.320007,269.569824,3840700
2024-05-14,272.119995,272.769989,268.709991,270.660004,268.914093,3143200
2024-05-15,271.109985,274.369995,270.230011,273.869995,272.103363,2982500
2024-05-16,274.510010,275.559998,272.920013,273.510010,271.745697,2339900
2024-05-17,274.059998,274.059998,270.920013,272.380005,270.622986,2454500
2024-05-20,271.739990,272.130005,267.279999,267.869995,266.142090,2651100
2024-05-21,268.510010,269.079987,265.440002,265.869995,264.154968,2362600
2024-05-22,265.869995,266.820007,264.549988,265.769989,264.055603,1906100
2024-05-23,265.130005,265.619995,257.600006,257.929993,256.266205,5636200
2024-05-24,258.739990,260.459991,257.519989,258.109985,256.445038,3381100
2024-05-28,257.390015,258.809998,252.649994,253.539993,251.904510,4324700
2024-05-29,253.360001,253.800003,249.160004,249.369995,247.761414,4029300
2024-05-30,250.610001,252.960007,250.100006,252.070007,250.444000,3599800
2024-05-31,254.190002,259.250000,253.509995,258.890015,257.220032,6125400
2024-06-03,257.929993,259.950012,255.600006,259.750000,259.750000,4342800
2024-06-04,259.339996,263.089996,259.250000,262.720001,262.720001,4592700
2024-06-05,261.500000,261.739990,258.660004,259.989990,259.989990,4136800
2024-06-06,260.910004,261.790009,258.929993,260.720001,260.720001,3354300
2024-06-07,260.070007,261.399994,255.339996,256.209991,256.209991,2290100
2024-06-10,256.000000,256.000000,253.149994,253.809998,253.809998,2867100
2024-06-11,253.009995,254.690002,252.100006,254.279999,254.279999,2729400
2024-06-12,254.880005,256.309998,253.410004,254.479996,254.479996,3169600
2024-06-13,253.589996,254.740005,251.179993,253.699997,253.699997,3153000
2024-06-14,252.860001,253.619995,250.610001,253.580002,253.580002,2806600
2024-06-17,252.300003,254.520004,251.880005,253.509995,253.509995,2532900
2024-06-18,253.949997,254.350006,249.350006,250.789993,250.789993,2956300
2024-06-20,250.270004,255.690002,249.509995,253.800003,253.800003,4046500
2024-06-21,258.279999,261.459991,255.610001,259.390015,259.390015,8426600
2024-06-24,259.000000,261.369995,257.799988,260.380005,260.380005,3901200
2024-06-25,260.130005,260.130005,255.589996,257.380005,257.380005,4252300
2024-06-26,256.649994,258.170013,254.679993,257.829987,257.829987,2796100
2024-06-27,258.000000,258.829987,256.970001,258.170013,258.170013,2651000
2024-06-28,257.540009,259.489990,252.860001,254.839996,254.839996,8958700
2024-07-01,254.830002,255.339996,249.720001,249.990005,249.990005,3817600
2024-07-02,249.679993,251.029999,247.410004,247.789993,247.789993,3944900
2024-07-03,248.500000,250.979996,248.179993,250.000000,250.000000,2026100
2024-07-05,251.000000,251.419998,248.809998,251.089996,251.089996,2814300
2024-07-08,251.759995,252.580002,247.059998,247.850006,247.850006,3163900
2024-07-09,247.229996,247.399994,243.529999,245.820007,245.820007,4927300
2024-07-10,247.000000,250.559998,245.899994,250.490005,250.490005,4092700
2024-07-11,251.220001,255.649994,249.869995,254.800003,254.800003,5546400
2024-07-12,254.250000,256.920013,251.809998,253.899994,253.899994,4543000
2024-07-15,253.639999,255.729996,251.190002,251.529999,251.529999,3393600
2024-07-16,251.000000,257.309998,250.100006,257.269989,257.269989,4173000
2024-07-17,258.970001,262.049988,257.859985,261.000000,261.000000,3711500
2024-07-18,258.029999,262.329987,257.600006,259.519989,259.519989,3421800
2024-07-19,260.390015,260.440002,255.029999,257.279999,257.279999,3470600
2024-07-22,258.299988,259.790009,256.399994,259.540009,259.540009,2759500
2024-07-23,259.679993,260.140015,253.509995,254.050003,254.050003,2653100
2024-07-24,246.320007,254.330002,246.119995,253.369995,253.369995,5983300
2024-07-25,254.190002,256.089996,251.100006,251.460007,251.460007,3323100
2024-07-26,252.899994,254.050003,250.750000,252.000000,252.000000,4002900
2024-07-29,253.550003,263.929993,250.229996,261.420013,261.420013,9381000
2024-07-30,261.000000,267.369995,260.309998,266.440002,266.440002,4936600
2024-07-31,265.420013,267.670013,263.200012,265.399994,265.399994,4652100
2024-08-01,266.820007,268.769989,262.399994,268.750000,268.750000,4936000
2024-08-02,269.399994,276.809998,268.799988,276.690002,276.690002,9585900
2024-08-05,274.040009,277.869995,267.679993,268.450012,268.450012,6794900
2024-08-06,269.859985,273.200012,268.079987,270.059998,270.059998,3369300
2024-08-07,269.559998,273.140015,268.579987,269.369995,269.369995,3540000
2024-08-08,268.929993,273.649994,268.079987,271.190002,271.190002,3227200
2024-08-09,271.700012,271.700012,266.959991,267.910004,267.910004,2664900
2024-08-12,267.459991,269.529999,265.329987,269.459991,269.459991,3008100
2024-08-13,270.309998,272.000000,267.540009,270.309998,270.309998,2603600
2024-08-14,269.859985,271.510010,268.500000,271.149994,271.149994,2242100
2024-08-15,272.000000,275.760010,271.850006,274.869995,274.869995,2445200
2024-08-16,274.750000,279.500000,274.700012,278.489990,278.489990,3286000
2024-08-19,282.329987,288.320007,281.720001,287.549988,287.549988,5268800
2024-08-20,286.500000,290.269989,285.209991,285.630005,285.630005,3697600
2024-08-21,287.149994,289.970001,286.269989,289.709991,289.709991,2686300
2024-08-22,289.549988,290.500000,287.549988,289.209991,289.209991,1742000
