Date,Open,High,Low,Close,Adj Close,Volume
2023-08-23,282.019989,283.149994,280.649994,281.869995,275.328552,2308800
2023-08-24,281.739990,284.750000,281.739990,282.350006,275.797455,2006400
2023-08-25,284.760010,286.140015,283.510010,284.579987,277.975616,3725200
2023-08-28,284.579987,286.200012,283.510010,283.679993,277.096558,2317600
2023-08-29,283.950012,284.570007,280.429993,283.589996,277.008606,2348500
2023-08-30,283.799988,285.980011,283.290009,284.239990,277.643524,2410700
2023-08-31,283.209991,283.799988,280.880005,281.149994,276.101715,2979800
2023-09-01,282.540009,283.140015,279.130005,280.940002,275.895508,2136400
2023-09-05,281.000000,281.640015,279.059998,279.160004,274.147491,2410300
2023-09-06,278.000000,278.649994,275.000000,275.440002,270.494263,2705800
2023-09-07,277.250000,278.989990,276.100006,278.329987,273.332367,3732800
2023-09-08,278.079987,280.350006,277.850006,279.220001,274.206390,2351300
2023-09-11,279.690002,280.130005,278.559998,279.760010,274.736694,2433200
2023-09-12,279.489990,281.500000,277.690002,280.709991,275.669617,1450200
2023-09-13,281.670013,282.890015,280.609985,281.769989,276.710571,1724300
2023-09-14,283.329987,285.600006,282.570007,284.760010,279.646942,2219700
2023-09-15,283.859985,283.859985,277.730011,278.230011,273.234161,5720400
2023-09-18,278.720001,280.269989,276.929993,277.720001,272.733337,2884800
2023-09-19,276.440002,278.260010,276.440002,278.130005,273.135986,2128100
2023-09-20,278.739990,280.269989,277.140015,277.200012,272.222656,1979300
2023-09-21,276.940002,277.190002,271.019989,271.220001,266.350037,2370100
2023-09-22,271.399994,273.640015,270.829987,272.220001,267.332092,1958300
2023-09-25,270.450012,271.760010,268.910004,269.779999,264.935913,1895500
2023-09-26,268.820007,269.299988,266.579987,267.720001,262.912903,2251600
2023-09-27,267.720001,267.940002,262.290009,263.640015,258.906189,2735000
2023-09-28,264.230011,266.309998,263.130005,265.589996,260.821136,2182400
2023-09-29,267.149994,267.369995,261.750000,263.440002,258.709747,3366600
2023-10-02,262.000000,262.070007,257.459991,257.750000,253.121887,4425000
2023-10-03,257.209991,258.299988,253.869995,254.490005,249.920441,3408100
2023-10-04,255.330002,256.250000,254.009995,255.809998,251.216736,2820000
2023-10-05,256.000000,257.850006,251.580002,252.229996,247.701019,3799600
2023-10-06,250.000000,250.820007,245.729996,248.220001,243.763031,5129500
2023-10-09,247.720001,249.990005,247.259995,249.919998,245.432495,2782300
2023-10-10,251.720001,253.429993,250.500000,251.520004,247.003769,3129600
2023-10-11,252.589996,252.690002,249.389999,250.919998,246.414536,2919400
2023-10-12,251.690002,252.149994,245.880005,246.190002,241.769470,3528300
2023-10-13,246.820007,248.809998,246.000000,248.309998,243.851410,2646500
2023-10-16,249.220001,250.490005,248.070007,249.940002,245.452133,2774700
2023-10-17,250.089996,251.399994,249.380005,251.139999,246.630600,2627500
2023-10-18,252.850006,257.089996,252.339996,256.029999,251.432785,4559200
2023-10-19,256.260010,262.559998,256.260010,258.380005,253.740570,5646200
2023-10-20,258.959991,260.339996,257.559998,258.109985,253.475418,3778200
2023-10-23,256.609985,257.239990,254.539993,254.750000,250.175781,3409800
2023-10-24,254.679993,257.760010,254.679993,257.269989,252.650513,2468000
2023-10-25,258.119995,259.429993,256.940002,258.029999,253.396896,2759100
2023-10-26,258.359985,259.540009,255.679993,255.830002,251.236374,2702600
2023-10-27,256.549988,259.380005,254.869995,255.759995,251.167633,3209000
2023-10-30,260.100006,262.059998,254.600006,260.149994,255.478806,6305100
2023-10-31,263.459991,263.690002,259.750000,262.170013,257.462555,3990600
2023-11-01,263.000000,263.390015,259.829987,261.970001,257.266113,3543000
2023-11-02,263.589996,267.420013,263.510010,266.850006,262.058502,4109700
2023-11-03,267.559998,268.609985,265.489990,267.869995,263.060181,3126200
2023-11-06,268.010010,269.109985,267.299988,268.910004,264.081512,3090600
2023-11-07,268.799988,269.790009,268.109985,268.670013,263.845856,2360800
2023-11-08,268.829987,270.059998,267.279999,267.489990,262.687012,2223300
2023-11-09,268.239990,268.339996,265.940002,266.910004,262.117432,2501700
2023-11-10,267.329987,268.130005,265.209991,267.790009,262.981659,2664900
2023-11-13,267.399994,269.720001,267.260010,269.200012,264.366333,2591900
2023-11-14,270.000000,271.660004,269.350006,271.489990,266.615173,2647800
2023-11-15,272.429993,273.100006,269.019989,270.390015,265.534943,2575900
2023-11-16,271.070007,276.160004,271.029999,276.119995,271.162048,3593700
2023-11-17,276.549988,277.119995,275.149994,275.750000,270.798676,2604800
2023-11-20,275.350006,279.799988,275.019989,279.029999,274.019806,3499400
2023-11-21,279.869995,280.670013,278.429993,280.470001,275.433929,2940800
2023-11-22,281.250000,282.410004,281.200012,281.929993,276.867737,2285000
2023-11-24,282.000000,282.589996,281.029999,282.540009,277.466766,1218000
2023-11-27,282.660004,283.899994,281.089996,281.839996,276.779327,3703900
2023-11-28,281.500000,283.540009,281.350006,282.089996,277.024872,2199600
2023-11-29,282.209991,282.470001,279.500000,280.380005,275.345581,2433400
2023-11-30,280.420013,282.279999,278.059998,281.839996,278.437775,5030400
2023-12-01,283.250000,286.859985,283.000000,285.959991,282.508026,4967400
