Date,Open,High,Low,Close,Adj Close,Volume
2023-12-14,156.679993,157.149994,155.130005,156.009995,154.076492,1090300
2023-12-15,154.399994,154.770004,153.199997,153.500000,151.597595,1251200
2023-12-18,154.479996,155.130005,153.649994,154.899994,152.980240,933300
2023-12-19,155.080002,155.509995,151.000000,155.080002,153.158020,1018600
2023-12-20,153.449997,153.660004,150.880005,151.139999,149.266846,901900
2023-12-21,151.320007,152.210007,150.839996,152.179993,150.293961,759400
2023-12-22,152.029999,152.889999,151.869995,152.699997,150.807510,448400
2023-12-26,152.520004,153.440002,152.520004,153.179993,151.281555,279700
2023-12-27,154.860001,156.000000,154.820007,155.899994,153.967850,911600
2023-12-28,155.139999,155.559998,154.330002,154.330002,152.417313,1295500
2023-12-29,154.000000,155.059998,154.000000,154.589996,152.674088,432200
2024-01-02,151.169998,151.279999,149.729996,150.210007,148.348389,918400
2024-01-03,150.000000,150.470001,149.429993,149.789993,147.933578,945400
2024-01-04,149.539993,149.750000,148.380005,148.520004,146.679321,905700
2024-01-05,149.470001,151.089996,149.449997,149.850006,147.992844,576300
2024-01-08,151.429993,152.690002,151.360001,152.559998,150.669250,606100
2024-01-09,151.160004,152.449997,151.160004,152.149994,150.264328,466600
2024-01-10,154.839996,156.259995,154.240005,155.839996,153.908600,961800
2024-01-11,156.649994,157.259995,154.960007,156.509995,154.570297,484700
2024-01-12,157.979996,158.929993,157.669998,158.539993,156.575134,603900
2024-01-16,156.779999,157.449997,156.279999,156.820007,154.876465,523800
2024-01-17,156.820007,157.910004,155.820007,157.779999,155.824554,615700
2024-01-18,159.009995,160.529999,158.940002,160.429993,158.441711,967100
2024-01-19,161.179993,163.720001,161.130005,163.449997,161.424286,763800
2024-01-22,162.880005,163.729996,162.690002,163.210007,161.187271,762700
2024-01-23,161.190002,163.389999,161.070007,163.380005,161.355164,1157100
2024-01-24,174.550003,176.389999,173.259995,174.610001,172.445969,2737500
2024-01-25,175.949997,175.970001,172.330002,173.440002,171.290482,1773700
2024-01-26,173.309998,174.119995,173.050003,173.679993,171.527496,1070500
2024-01-29,174.160004,176.449997,173.940002,176.339996,174.154526,642000
2024-01-30,176.399994,176.600006,175.250000,175.729996,173.552094,631600
2024-01-31,175.639999,176.080002,173.050003,173.100006,170.954697,685900
2024-02-01,175.110001,177.320007,174.949997,177.220001,175.023636,601600
2024-02-02,176.500000,177.550003,175.649994,177.059998,174.865616,851500
2024-02-05,176.279999,177.490005,175.839996,177.039993,174.845856,661000
2024-02-06,179.169998,179.429993,178.050003,178.789993,176.574158,602300
2024-02-07,180.070007,181.570007,179.940002,181.179993,178.934540,619900
2024-02-08,180.500000,181.179993,180.259995,181.160004,178.914795,558000
2024-02-09,181.660004,181.940002,180.850006,181.550003,179.299973,446900
2024-02-12,179.889999,180.830002,179.089996,179.389999,177.166733,607300
2024-02-13,173.250000,174.600006,173.089996,173.979996,171.823776,1023600
2024-02-14,175.869995,177.509995,175.830002,177.470001,175.270538,583600
2024-02-15,177.259995,177.630005,176.369995,177.600006,175.398926,581100
2024-02-16,176.619995,178.089996,175.960007,176.910004,174.717468,456600
2024-02-20,177.080002,177.619995,175.710007,176.600006,174.411316,471800
2024-02-21,175.360001,176.050003,174.880005,175.919998,173.739731,494700
2024-02-22,180.330002,181.699997,180.210007,181.690002,179.438232,573300
2024-02-23,183.500000,184.460007,183.179993,184.220001,181.936874,731200
2024-02-26,187.839996,188.139999,187.289993,187.509995,185.186096,612000
2024-02-27,188.440002,189.830002,188.050003,189.169998,186.825531,786900
2024-02-28,186.990005,187.089996,186.089996,186.669998,184.356506,533600
2024-02-29,187.339996,188.199997,186.130005,187.869995,185.541626,591700
2024-03-01,187.029999,188.570007,186.809998,188.529999,186.193451,641300
2024-03-04,189.360001,191.330002,189.179993,190.820007,188.455078,659300
2024-03-05,191.229996,191.339996,186.589996,187.460007,185.136719,816100
2024-03-06,190.199997,191.779999,189.960007,190.679993,188.316803,599600
2024-03-07,193.250000,195.990005,193.119995,195.570007,193.146210,961400
2024-03-08,194.250000,194.820007,192.389999,192.990005,190.598190,646800
2024-03-11,188.520004,190.100006,188.369995,189.830002,187.477356,1213400
2024-03-12,191.300003,193.929993,190.669998,193.830002,191.427780,668200
2024-03-13,192.880005,193.029999,191.350006,192.509995,190.124130,676500
2024-03-14,191.960007,192.520004,189.500000,190.449997,188.089661,659000
2024-03-15,188.720001,188.850006,187.199997,188.309998,185.976181,756500
2024-03-18,188.600006,189.039993,186.570007,186.770004,184.455276,684500
2024-03-19,187.679993,188.750000,187.100006,188.710007,186.371231,442600
2024-03-20,188.770004,190.539993,188.050003,190.380005,188.020538,412400
2024-03-21,192.399994,196.610001,192.070007,194.809998,192.395630,617700
2024-03-22,194.520004,195.949997,193.720001,195.350006,192.928940,533300
2024-03-25,195.149994,196.240005,194.779999,195.279999,192.859802,419500
2024-03-26,197.679993,198.559998,196.580002,196.660004,194.222702,556900
2024-03-27,199.199997,199.289993,196.279999,197.089996,194.647369,852700
2024-03-28,195.490005,196.300003,194.500000,195.029999,192.612900,376200
2024-04-01,196.369995,197.020004,195.380005,196.029999,193.600510,554200
2024-04-02,192.330002,192.550003,190.330002,192.119995,189.738968,644900
2024-04-03,190.960007,193.580002,190.869995,193.240005,190.845093,870000
2024-04-04,193.220001,194.020004,191.029999,191.029999,188.662476,1249400
2024-04-05,191.410004,193.229996,190.949997,191.820007,189.442688,639300
2024-04-08,192.779999,193.460007,191.589996,191.630005,189.255051,519600
2024-04-09,189.800003,190.130005,186.710007,187.889999,185.561386,995400
2024-04-10,184.880005,185.830002,183.500000,184.220001,181.936874,682400
2024-04-11,183.979996,185.970001,181.990005,185.669998,183.368896,1037200
2024-04-12,181.589996,182.750000,180.570007,180.779999,178.539505,987000
2024-04-15,184.169998,184.449997,180.199997,180.229996,177.996323,529700
2024-04-16,181.500000,182.339996,180.130005,180.559998,178.322235,799400
2024-04-17,181.759995,181.759995,179.229996,179.940002,177.709915,489600
2024-04-18,179.910004,180.830002,178.080002,178.639999,176.426025,1502900
2024-04-19,178.210007,178.630005,175.080002,175.770004,173.591599,954100
2024-04-22,176.589996,178.990005,176.139999,178.179993,175.971725,1062900
2024-04-23,184.830002,188.250000,184.820007,188.009995,185.679901,1649200
2024-04-24,188.529999,189.270004,186.610001,188.070007,185.739166,1188900
2024-04-25,181.369995,185.270004,180.160004,185.089996,182.796082,1557100
2024-04-26,185.690002,186.869995,185.580002,186.179993,183.872574,920900
2024-04-29,184.770004,184.850006,183.070007,183.770004,181.492462,476700
2024-04-30,182.649994,183.460007,180.919998,181.210007,178.964188,773200
2024-05-01,181.699997,183.429993,179.149994,180.070007,177.838318,622200
2024-05-02,181.490005,181.639999,179.710007,180.639999,178.401245,731400
2024-05-03,183.610001,184.259995,182.830002,183.449997,181.176407,377200
2024-05-06,183.990005,185.470001,183.720001,185.410004,183.112137,419200
2024-05-07,187.039993,188.309998,186.649994,187.539993,185.215729,483600
2024-05-08,188.889999,190.369995,188.639999,190.309998,187.951401,907600
2024-05-09,190.410004,192.029999,190.179993,191.990005,189.610580,652600
2024-05-10,189.699997,190.690002,189.410004,190.050003,187.694626,541800
2024-05-13,190.910004,191.199997,189.710007,189.960007,187.605743,356200
2024-05-14,189.149994,189.929993,188.529999,189.699997,187.348953,495700
2024-05-15,189.979996,192.449997,189.839996,192.440002,190.055008,528300
2024-05-16,192.550003,192.910004,190.639999,190.669998,190.669998,855300
2024-05-17,191.119995,193.089996,190.800003,192.800003,192.800003,570000
2024-05-20,194.139999,195.750000,193.850006,195.300003,195.300003,701800
2024-05-21,195.190002,195.809998,194.589996,194.720001,194.720001,843000
2024-05-22,194.000000,195.080002,193.630005,193.910004,193.910004,540800
2024-05-23,196.750000,196.990005,193.970001,195.020004,195.020004,844100
2024-05-24,194.619995,195.639999,193.259995,195.380005,195.380005,651800
2024-05-28,193.910004,194.039993,191.669998,192.520004,192.520004,794900
2024-05-29,189.960007,191.139999,189.740005,190.369995,190.369995,747400
2024-05-30,185.250000,185.529999,179.759995,180.250000,180.250000,1950600
2024-05-31,181.979996,182.649994,179.429993,182.440002,182.440002,848700
2024-06-03,183.899994,184.399994,181.839996,184.240005,184.240005,755000
2024-06-04,184.000000,184.990005,183.229996,184.220001,184.220001,470500
2024-06-05,186.169998,188.779999,185.369995,188.750000,188.750000,697700
2024-06-06,194.309998,194.470001,192.699997,193.039993,193.039993,852100
2024-06-07,191.729996,192.330002,190.910004,191.100006,191.100006,512900
2024-06-10,188.830002,190.520004,188.759995,190.240005,190.240005,456300
2024-06-11,187.190002,189.550003,186.399994,188.740005,188.740005,1006300
2024-06-12,195.169998,197.429993,194.899994,197.199997,197.199997,1325100
2024-06-13,195.100006,195.520004,190.330002,192.419998,192.419998,909600
2024-06-14,188.160004,188.690002,186.500000,187.820007,187.820007,1359700
2024-06-17,188.710007,190.410004,188.169998,190.020004,190.020004,1070100
2024-06-18,188.800003,189.820007,188.449997,188.619995,188.619995,681600
2024-06-20,190.490005,193.440002,190.210007,191.470001,191.470001,1168800
2024-06-21,192.880005,194.300003,192.009995,194.160004,194.160004,650800
2024-06-24,192.139999,193.330002,191.589996,191.690002,191.690002,709900
2024-06-25,193.009995,195.789993,192.410004,195.740005,195.740005,696100
2024-06-26,197.330002,199.339996,197.039993,198.589996,198.589996,1205700
2024-06-27,199.669998,201.449997,199.610001,200.750000,200.750000,763100
2024-06-28,201.759995,204.330002,200.889999,201.710007,201.710007,843300
2024-07-01,200.539993,200.839996,198.580002,199.419998,199.419998,753400
2024-07-02,197.679993,199.330002,197.550003,198.580002,198.580002,596300
2024-07-03,201.160004,203.250000,201.110001,203.020004,203.020004,471600
2024-07-05,205.710007,206.080002,203.729996,205.940002,205.940002,552300
2024-07-08,205.649994,205.729996,202.460007,202.789993,202.789993,544900
2024-07-09,202.649994,202.649994,199.589996,200.279999,200.279999,654000
2024-07-10,201.270004,202.419998,200.589996,202.289993,202.289993,465900
2024-07-11,203.770004,204.139999,201.369995,201.729996,201.729996,613000
2024-07-12,202.880005,206.339996,202.470001,205.110001,205.110001,635300
2024-07-15,205.330002,205.710007,203.250000,203.509995,203.509995,493700
2024-07-16,204.490005,204.910004,203.500000,204.869995,204.869995,425800
2024-07-17,201.509995,202.160004,199.169998,200.009995,200.009995,790500
2024-07-18,200.630005,200.770004,196.139999,197.229996,197.229996,795700
2024-07-19,196.759995,198.619995,196.660004,197.210007,197.210007,699600
2024-07-22,199.229996,201.300003,199.039993,200.470001,200.470001,1058500
2024-07-23,212.559998,214.940002,211.000000,214.759995,214.759995,2594000
2024-07-24,211.850006,212.330002,208.970001,209.399994,209.399994,1380700
2024-07-25,210.279999,213.770004,208.899994,210.809998,210.809998,1378100
2024-07-26,211.710007,214.050003,210.910004,213.449997,213.449997,688300
2024-07-29,211.270004,211.850006,208.690002,209.199997,209.199997,1005100
2024-07-30,207.789993,208.679993,206.369995,206.759995,206.759995,1045500
2024-07-31,210.710007,212.440002,209.699997,211.600006,211.600006,491500
2024-08-01,208.690002,211.089996,204.350006,205.559998,205.559998,681900
2024-08-02,204.080002,204.990005,202.669998,204.720001,204.720001,1144600
2024-08-05,195.100006,200.779999,194.929993,199.029999,199.029999,1473800
2024-08-06,201.289993,204.550003,201.029999,201.729996,201.729996,898700
2024-08-07,203.880005,205.910004,201.360001,201.589996,201.589996,715100
2024-08-08,203.089996,206.949997,201.710007,206.279999,206.279999,1038200
2024-08-09,205.759995,208.990005,205.759995,208.529999,208.529999,593300
2024-08-12,207.080002,207.800003,205.509995,205.979996,205.979996,521200
2024-08-13,208.460007,211.360001,208.240005,211.020004,211.020004,413200
2024-08-14,211.970001,212.789993,210.830002,212.550003,212.550003,711000
2024-08-15,213.479996,215.520004,213.440002,214.940002,214.940002,543200
2024-08-16,215.630005,217.100006,215.160004,216.169998,216.169998,546500
2024-08-19,216.160004,219.059998,215.899994,219.039993,219.039993,558700
2024-08-20,219.179993,220.119995,217.130005,217.770004,217.770004,567900
2024-08-21,218.820007,219.500000,217.800003,218.869995,218.869995,471800
2024-08-22,219.679993,220.100006,217.149994,217.250000,217.250000,1449600
